ext,proj_name,type,len,text,referencedLine
ts,n8n,singleton,1,"// If there is binary data and the node option permits it, add a binary message",const hasBinaryData = ctx.getInputData()?.[itemIndex]?.binary !== undefined;
ts,TypeScript,block,1,/*nameType*/,"undefined ,"
ts,n8n,singleton,1,// ----------------------------------------,"const agentId = this.getNodeParameter('agentId', i);"
ts,TypeScript,singleton,1,// of it here to be complete.,"return parseCallExpressionRest(pos, expression);"
ts,TypeScript,block,1,/** @internal */,"export function isLiteralExpressionOfObject(node: Node): boolean {
    switch (node.kind) {
        case SyntaxKind.ObjectLiteralExpression:
        case SyntaxKind.ArrayLiteralExpression:
        case SyntaxKind.RegularExpressionLiteral:
        case SyntaxKind.FunctionExpression:
        case SyntaxKind.ClassExpression:
            return true;
    }
    return false;
}"
ts,vscode,singleton,1,// this step.,let windowToUseForFiles: ICodeWindow | undefined = undefined;
ts,n8n,singleton,1,// Create the new table,"await createTable('user_api_keys')
			.withColumns(
				column('id').varchar(36).primary,
				column('userId').uuid.notNull,
				column('label').varchar(100).notNull,
				column('apiKey').varchar().notNull,
			)
			.withForeignKey('userId', {
				tableName: 'user',
				columnName: 'id',
				onDelete: 'CASCADE',
			})
			.withIndexOn(['userId', 'label'], true)
			.withIndexOn(['apiKey'], true).withTimestamps;"
ts,n8n,block,5,"// ----------------------------------
//         team: get
// ----------------------------------
// https://developer.lemlist.com/#team","responseData = await lemlistApiRequest.call(this, 'GET', '/team');"
ts,TypeScript,block,4,"//
// This handles cases where we may encounter both <file>.ts and
// <file>.d.ts (or <file>.js if ""allowJs"" is enabled) in the same
// directory when they are compilation outputs.","if (hasFileWithHigherPriorityExtension(file, literalFileMap, wildcardFileMap, supportedExtensions, keyMapper)) {
                continue;
            }"
ts,angular,singleton,1,// TODO: use reduce,samples.forEach((x) => (total += x));
ts,TypeScript,singleton,1,// when b is deleted - we delete it,return leadingTriviaOption === LeadingTriviaOption.IncludeAll ? fullStart : start;
ts,n8n,singleton,1,// Set custom execution data (`$execution.customData`) if sent,"if (resultData.customData) {
				Object.entries(resultData.customData).forEach(([k, v]) => {
					if (!runExecutionData.resultData.metadata) {
						runExecutionData.resultData.metadata = {};
					}
					runExecutionData.resultData.metadata[k] = v;
				});
			}"
ts,vite,inline,1,"// If `experimental.renderBuiltUrl` is used, the dependencies might be relative to the current chunk.",?
ts,TypeScript,block,2,"// If there is changeSet with --outFile, cannot copy semantic diagnsotics or emitDiagnostics
// as they all need to be calculated again all together since we dont know whats the affected file set because of the way d.ts works","if (outFilePath && state.changedFilesSet.size) {
            canCopySemanticDiagnostics = false;
            canCopyEmitDiagnostics = false;
        }"
